desertionNo,happenDt,happenPlace,upKindNm,kindNm,colorCd,age,weight,processState,sexCd,neuterYn,specialMark,careNm,careTel,careAddr,rfidCd,noticeSdt,noticeEdt,popfile1,popfile2
441407202600763,20260806,갈산동 증신로,고양이,코리안 숏헤어,흰색/검은색 얼룩무늬,2026(60일미만)(년생),0.30(Kg),보호중,Q,N,포유,위더스 동물보호센터,031-882-4381,경기도 여주시 여양2로 42 (천송동) ,,20260806,20260818,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608061808188.png,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608061808329.png
441407202600762,20260806,갈산동 증신로,고양이,코리안 숏헤어,흰색/검은색 얼룩무늬,2026(60일미만)(년생),0.30(Kg),보호중,Q,N,포유,위더스 동물보호센터,031-882-4381,경기도 여주시 여양2로 42 (천송동) ,,20260806,20260818,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/20260806180862.png,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608061808155.png
441407202600761,20260806,안흥동 애련정로,개,믹스견,흑갈색,2024(년생),11.00(Kg),보호중,M,N,"파란색 목띠착용, 매우온순함",위더스 동물보호센터,031-882-4381,경기도 여주시 여양2로 42 (천송동) ,,20260806,20260818,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608061808377.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608061808414.jpg
441401202600761,20260806,오이도1길 26-1,개,포메라니안,흰색,2017(년생),2.7(Kg),종료(반환),F,N,"사람 손길을 좋아하는 해맑고 순한 아이, 하네스 착용상태로 발견",시흥동물누리보호센터,031-310-6945,경기도 시흥시 뒷방울길 218 (정왕동) ,900111880483207,20260806,20260818,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608061308380.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608061308397.jpg
441394202601440,20260806,설문동 159-22 부근,개,시츄,갈색&흰색,2016(년생),6(Kg),종료(반환),M,Y,몸에 쥐젖 다수,고양시동물보호센터,031-962-3232,"경기도 고양시 덕양구 고양대로 1695 (원흥동, 고양시 농업기술센터) 고양시동물보호센터",,20260806,20260818,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608061508424.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608061508465.jpg
441394202601439,20260806,행신동 983 부근,고양이,코리안 숏헤어,기타(고등어),2026(60일미만)(년생),0.38(Kg),종료(입양),M,N,아기 고양이(임시보호26.08.14~10.13)),고양시동물보호센터,031-962-3232,"경기도 고양시 덕양구 고양대로 1695 (원흥동, 고양시 농업기술센터) 고양시동물보호센터",,20260806,20260818,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608061408240.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608061408288.jpg
441393202600984,20260806,선부119안전센터에서 인수,개,믹스견,기타(갈흑),2021(년생),20(Kg),보호중,M,N,순함,한국야생동물보호협회,031-296-0124,경기도 안산시 상록구 청곡길 50 (부곡동) 안산시 상록구 부곡동 231-5,,20260806,20260818,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608061608637.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608061608479.jpg
441383202600350,20260806,시민대로365번길 40 부근,고양이,코리안 숏헤어,기타(갈흑),2026(년생),0.9(Kg),보호중,F,N,"2개월추정,하수구에빠져있었음,기력없음,예후불량",한국야생동물보호협회,031-296-0124,경기도 안산시 상록구 청곡길 50 (부곡동) .,,20260806,20260818,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608061608728.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608061608749.jpg
441374202601031,20260806,권선구 새터로29번길 50-13(세류동),개,믹스견,검정색,2021(년생),6.00(Kg),종료(반환),F,U,내장형 무선식별장치 있음,수원시 동물보호센터,031-5191-3557,"경기도 수원시 영통구 광교호수로 234 (하동, 수원시 동물보호센터) 하동 40-10",410100012901442,20260806,20260818,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608061408316.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608061408345.jpg
441374202601030,20260806,장안구 서부로 2162-6(천천동),개,요크셔 테리어,갈색&검정,2020(년생),4.10(Kg),종료(반환),F,U,"요크셔 테리어, 입양보류",수원시 동물보호센터,031-5191-3557,"경기도 수원시 영통구 광교호수로 234 (하동, 수원시 동물보호센터) 하동 40-10",,20260806,20260818,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608251408603.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608061308228.jpg
431370202600740,20260806,신정시장,고양이,코리안 숏헤어,검정색,2026(60일미만)(년생),0.69(Kg),보호중,M,N,겁은 많지만 순함/ 아마두 귀여움^^,사랑동물병원,052-273-0075,울산광역시 남구 중앙로 165-1 (신정동) ,,20260806,20260818,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608061808173.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608061808402.jpg
431369202600507,20260806,도화골11길 20,고양이,코리안 숏헤어,레몬색&흰색,2026(60일미만)(년생),0.10(Kg),보호중,F,N,신생축,산타클라라동물병원,052-244-4296,울산광역시 중구 다운로 1 (다운동) ,,20260806,20260818,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608061308716.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608061308741.jpg
431369202600506,20260806,도화골11길 20,고양이,코리안 숏헤어,레몬색&흰색,2026(60일미만)(년생),0.10(Kg),보호중,F,N,신생축,산타클라라동물병원,052-244-4296,울산광역시 중구 다운로 1 (다운동) ,,20260806,20260818,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608061308656.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608061308685.jpg
428357202601247,20260806,불은면 삼성리 119앞 대로변,개,포메라니안,기타(베이지),2021(년생),5.72(Kg),종료(반환),M,Y,온순함.포메라니안,강화군 동물보호센터,010-2797-3786,인천광역시 강화군 강화읍 강화대로 254-1  ,,20260806,20260818,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608062008161.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608062008308.jpg
428357202601246,20260806,신촌로244번길 49-22 (초지리),고양이,코리안 숏헤어,검정색,2025(년생),2.3(Kg),보호중,M,N,생후4개월령추정.안구돌출.블랙,강화군 동물보호센터,010-2797-3786,인천광역시 강화군 강화읍 강화대로 254-1  ,,20260806,20260818,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608061408541.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608061408701[1].jpg
427348202600795,20260806,달성군 용계리 465,개,셰퍼드,적갈색,2022(년생),30(Kg),종료(반환),M,N,온순,동인동물병원,053-424-4258,대구광역시 중구 동인동4가 국채보상로 724 (동인동4가) 가창면 관할,,20260806,20260818,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608061108427.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608061108804.jpg
427343202600768,20260806,경운중학교 근처,고양이,코리안 숏헤어,평행·전체·부분줄무늬,2026(60일미만)(년생),0.9(Kg),보호중,F,N,활발함. 왼쪽눈 눈물 조금,대구수의사회(아이펫),053-573-1175,대구광역시 서구 서대구로 64 (평리동) ,,20260806,20260818,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608061708873[1].jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/20260806170845.jpg
427343202600767,20260806,통학로45길 35,고양이,코리안 숏헤어,평행·전체·부분줄무늬,2026(60일미만)(년생),0.7(Kg),보호중,M,N,6주령. 회갈색 고등어. 꼬리끝 꺽임. 선천성 양쪽 안구이상,대구수의사회(아이펫),053-573-1175,대구광역시 서구 서대구로 64 (평리동) ,,20260806,20260818,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608061708809.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608061708959.jpg
427343202600766,20260806,평리롯데캐슬,고양이,코리안 숏헤어,검은색흰색황토색조합,2026(60일미만)(년생),1(Kg),보호중,F,N,설사를 계속함,대구시수의사회(삼성),053-556-8575,대구광역시 서구 서대구로 24 (내당동) ,,20260806,20260818,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/20260806160800.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608061608683.jpg
426337202600495,20260806,중앙대로 1084,개,말티즈,흰색,2021(년생),6.0(Kg),종료(반환),M,Y,불량(비만),청조동물병원,051-503-0688,부산광역시 연제구 온천천남로 4 (연산동) ,410160010992410,20260806,20260818,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608061508105.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608061508238.jpg
426337202600494,20260806,연제로 2,개,믹스견,검정&흰색,2024(년생),15(Kg),종료(반환),F,N,양호(민감),청조동물병원,051-503-0688,부산광역시 연제구 온천천남로 4 (연산동) ,,20260806,20260818,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608061408461.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608061408672.jpg
426337202600493,20260806,교대로22번길9-1,고양이,코리안 숏헤어,기타(황검흰색),2026(년생),0.5(Kg),보호중,F,N,양호(온순),청조동물병원,051-503-0688,부산광역시 연제구 온천천남로 4 (연산동) ,,20260806,20260818,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/20260806140854.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608061408232.jpg
413580202600529,20260806,황길동 하포2길 주변,개,믹스견,갈색,2026(년생),3.3(Kg),보호중,M,N,믹스 갈색 수컷 4개월추정,광양시 임시보호소,061-797-3386,전라남도 광양시 봉강면 인덕로 1169-20 (봉강면) 지곡리 864-24,,20260806,20260818,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608061808540.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608061808553.jpg
413580202600528,20260806,황길동 하포2길 주변,개,믹스견,흰색,2026(년생),3.3(Kg),보호중,M,N,믹스 갈색 수컷 4개월추정,광양시 임시보호소,061-797-3386,전라남도 광양시 봉강면 인덕로 1169-20 (봉강면) 지곡리 864-24,,20260806,20260818,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608061708219.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608061708231.jpg
413580202600526,20260806,진월면 송현길8-1 주변,개,믹스견,흰색,2026(년생),2.8(Kg),보호중,F,N,믹스 흰색 암컷 3개월추정(꼬리피부병있음),광양시 임시보호소,061-797-3386,전라남도 광양시 봉강면 인덕로 1169-20 (봉강면) 지곡리 864-24,,20260806,20260818,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/20260806170848[1].jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/20260806170860.jpg
413580202600525,20260806,진월면 송현길8-1 주변,개,믹스견,흰색,2026(년생),2.8(Kg),보호중,M,N,믹스 흰색 수컷 3개월추정(꼬리피부병있음),광양시 임시보호소,061-797-3386,전라남도 광양시 봉강면 인덕로 1169-20 (봉강면) 지곡리 864-24,,20260806,20260818,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/20260806170838.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/20260806170858[1].jpg
413579202601221,20260806,나주시문평면학교리45-3남도추모공원,개,믹스견,기타(흰갈),2026(년생),4(Kg),보호중,F,N,며칠째가질않고있음구조 생후3~4개월정도로보임 온순함,나주유기동물보호센터,010-2331-7377,전라남도 나주시 산포면 내기3길 71-43 [*미고시] ,,20260806,20260818,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608061508810.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608061508950.jpg
413579202601220,20260806,나주시공산면남창리831-4,개,믹스견,갈색&흰색,2026(60일미만)(년생),1.7(Kg),보호중,M,N,생후50일정도로보임 온순함,나주유기동물보호센터,010-2331-7377,전라남도 나주시 산포면 내기3길 71-43 [*미고시] ,,20260806,20260818,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608061508495.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608061508549.jpg
413579202600310,20260806,승주 보호소2,개,믹스견,갈색,2021(년생),7(Kg),보호중,M,N,"사상충-양성, 접종(종합백신/코로나장염/광견병/스팟라인)",순천시유기동물보호소,061-749-3094,"전라남도 순천시 승주읍 승주로 628 (승주읍, 농업기술센터) 순천시유기동물보호소",410160012610954,20260806,20260813,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608061408216[2].jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608061408250.jpg
413579202600309,20260806,승주 보호소1,개,믹스견,흰색,2021(년생),10(Kg),보호중,F,N,"사상충-양성, 접종(종합백신/코로나장염/광견병/스팟라인)",순천시유기동물보호소,061-749-3094,"전라남도 순천시 승주읍 승주로 628 (승주읍, 농업기술센터) 순천시유기동물보호소",410097800253656,20260806,20260813,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/20260806140818.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608061408184.jpg
413579202600308,20260806,우산보길,개,믹스견,흰색,2022(년생),10(Kg),보호중,F,N,"사상충-양성, 접종(종합백신/코로나장염/광견병/스팟라인)",순천시유기동물보호소,061-749-3094,"전라남도 순천시 승주읍 승주로 628 (승주읍, 농업기술센터) 순천시유기동물보호소",410160012610960,20260806,20260813,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608061408743.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608061408225.jpg
413578202601227,20260806,해산2길 44-25,개,믹스견,흰색,2022(년생),8.5(Kg),보호중,F,N,경계심 많음,반려동물보호센터,061-659-2474,전남광주통합특별시 여수시 여수산단로 292-62 (평여동) 반려동물보호센터,,20260806,20260818,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608061408841.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608061408113.jpg
413578202601220,20260806,신월동 대주아파트 단지,개,푸들,회색,2021(년생),7(Kg),종료(반환),M,Y,칩 확인 견주 확인 인계 예정,반려동물보호센터,061-659-2474,전남광주통합특별시 여수시 여수산단로 292-62 (평여동) 반려동물보호센터,410100008272570,20260806,20260818,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/20260806110862.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608061108198.jpg
441553202602380,20260806,향남읍 행정남로 인근,개,말티즈,흰색,2015(년생),4.5(Kg),보호중,F,N,억울하게 생긴외모/ 너무 귀엽고 매력있음/ 겁이조금 있음/ 호기심이 많음,화성시민동물보호센터,010-3969-1034,경기도 화성시 서신면 전곡항로 492  ,410097800333137,20260805,20260805,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608061708873.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608061708169[1].jpg
441553202602379,20260806,향남읍 행정남로 인근,개,말티즈,흰색,2017(년생),5(Kg),보호중,F,N,겁이 많고 소심한 성격/ 천천히 다가와주길 바라는 아이/ 귀여운 외모 통통한 몸매,화성시민동물보호센터,010-3969-1034,경기도 화성시 서신면 전곡항로 492  ,410097800333135,20260805,20260805,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608061708229.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608061708408.jpg
441401202600760,20260806,거북섬1로 1,고양이,아메리칸 쇼트헤어,은색/검정색 줄무늬,2024(년생),4.2(Kg),보호중,M,N,"뚜렷하고 예쁜 외모, 겁이 있으나 천천히 대하주면 참아주는 편, 적응시간 필요",시흥동물누리보호센터,031-310-6945,경기도 시흥시 뒷방울길 218 (정왕동) ,,20260805,20260805,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608061108440.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608061108460.jpg
441401202600759,20260806,거북섬1로 1,고양이,아메리칸 쇼트헤어,은색/검정색 줄무늬,2024(년생),4.7(Kg),보호중,M,N,"왕방울 눈, 핑크핑크한 코가 매력적인 아이, 겁이 있어 적응시간이 필요한 아이",시흥동물누리보호센터,031-310-6945,경기도 시흥시 뒷방울길 218 (정왕동) ,,20260805,20260805,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608061108244.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608061108259.jpg
430368202600277,20260805,중리동 중리4거리,개,말티즈,흰색,2024(년생),4(Kg),종료(반환),M,U,.,대전동물보호센터,042-270-7239,대전광역시 유성구 금남구즉로 1234 (금고동) 대전광역시 동물보호센터,,20260812,20260824,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608121008614.png,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608121008648.png
430368202600276,20260805,신대동 16-1 번지 ,개,말티즈,흰색,2019(년생),4(Kg),보호중,M,U,.,대전동물보호센터,042-270-7239,대전광역시 유성구 금남구즉로 1234 (금고동) 대전광역시 동물보호센터,,20260812,20260824,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608121008254.png,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608121008280.png
430368202600275,20260805,신대동 16-1 번지 ,개,믹스견,검정&황갈색,2021(년생),4(Kg),보호중,F,U,.,대전동물보호센터,042-270-7239,대전광역시 유성구 금남구즉로 1234 (금고동) 대전광역시 동물보호센터,,20260812,20260824,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608121008784.png,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608121008814.png
430368202600274,20260805,신대동 16-1 번지,개,말티즈,흰색,2019(년생),4(Kg),보호중,F,U,.,대전동물보호센터,042-270-7239,대전광역시 유성구 금남구즉로 1234 (금고동) 대전광역시 동물보호센터,,20260812,20260824,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608121008269.png,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608121008296.png
413578202601317,20260805,돌산 계동 은하횟집 주차장,개,믹스견,갈색&검정,2026(60일미만)(년생),2.3(Kg),종료(입양),F,N,심장사상충 약 복용 및 진드기약 도포/1차접종(8.12),반려동물보호센터,061-659-2474,전남광주통합특별시 여수시 여수산단로 292-62 (평여동) 반려동물보호센터,,20260811,20260821,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608111308121.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608111308537.jpg
413578202601316,20260805,돌산 계동 은하횟집 주차장,개,믹스견,검정 황갈색&흰색,2026(60일미만)(년생),1.8(Kg),종료(입양),F,N,심장사상충 약 복용 및 진드기약 도포/1차접종(8.12),반려동물보호센터,061-659-2474,전남광주통합특별시 여수시 여수산단로 292-62 (평여동) 반려동물보호센터,,20260811,20260821,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608111308864.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/20260811130862.jpg
413578202601315,20260805,돌산 계동 은하횟집 주차장,개,믹스견,검정&흰색,2026(60일미만)(년생),1.7(Kg),보호중,F,N,심장사상충 약 복용 및 진드기약 도포/1차접종(8.12),반려동물보호센터,061-659-2474,전남광주통합특별시 여수시 여수산단로 292-62 (평여동) 반려동물보호센터,,20260811,20260821,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608111308539.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608111308824.jpg
413578202601314,20260805,돌산 계동 은하횟집 주차장,개,믹스견,갈색&검정&흰색,2026(60일미만)(년생),1.6(Kg),보호중,F,N,심장사상충 약 복용 및 진드기약 도포/1차접종(8.12),반려동물보호센터,061-659-2474,전남광주통합특별시 여수시 여수산단로 292-62 (평여동) 반려동물보호센터,,20260811,20260821,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608111308652.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608111308796.jpg
430367202600572,20260805,국제과학로 1 주변 ,개,믹스견,기타(백황),2026(60일미만)(년생),18(Kg),보호중,M,U,2y,대전동물보호센터,042-270-7239,대전광역시 유성구 금남구즉로 1234 (금고동) 대전광역시 동물보호센터,,20260810,20260820,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608101008353.png,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/20260810100855.png
426334202600744,20260805,다대로130번길 94,고양이,코리안 숏헤어,검은색흰색황토색조합,2024(년생),2(Kg),보호중,F,N,"심각한구내염,경계심이강함,마른상태",부산동물보호센터,051-832-7119,부산광역시 강서구 맥도강변길 752-15 (대저2동) ,,20260810,20260820,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608101308773[1].jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608101308850.jpg
426332202600430,20260805,낙동대로1738번길 10,고양이,코리안 숏헤어,기타(흰색황토색),2026(60일미만)(년생),0.8(Kg),보호중,F,N,"3두,안질환,콧물,탈수,영양상태부족,북구2-177",부산동물보호센터,051-832-7119,부산광역시 강서구 맥도강변길 752-15 (대저2동) ,,20260810,20260820,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608101708408.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608101708488[1].jpg
426332202600429,20260805,모분재로 19,고양이,코리안 숏헤어,검은색흰색황토색조합,2026(60일미만)(년생),0..3(Kg),보호중,Q,N,"3두,안질환,콧물,탈수,영양상태부족,북구2-172",부산동물보호센터,051-832-7119,부산광역시 강서구 맥도강변길 752-15 (대저2동) ,,20260810,20260820,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608101708468.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608101708533.jpg
426332202600428,20260805,모분재로 19,고양이,코리안 숏헤어,레몬색&흰색,2026(60일미만)(년생),0.3(Kg),보호중,Q,N,"3두,안질환,콧물,탈수,영양상태부족,북구2-171",부산동물보호센터,051-832-7119,부산광역시 강서구 맥도강변길 752-15 (대저2동) ,,20260810,20260820,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608101708873[1].jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608101708940[1].jpg
426332202600427,20260805,모분재로 19,고양이,코리안 숏헤어,레몬색&흰색,2026(60일미만)(년생),0.3(Kg),보호중,Q,U,"3두,안질환,콧물,탈수,영양상태부족,북구2-170",부산동물보호센터,051-832-7119,부산광역시 강서구 맥도강변길 752-15 (대저2동) ,,20260810,20260820,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608101708459[1].jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608101708527[1].jpg
431371202600440,20260805,문헌로120,고양이,코리안 숏헤어,평행·전체·부분줄무늬,2026(60일미만)(년생),0.6(Kg),보호중,Q,N,"손대면 온순해짐, 씻으면 엄청 예뻐질아이, 사료가능",울산유기동물보호센터,052-238-6113,울산광역시 울주군 온양읍 화산발리로 543 (온양읍) ,,20260807,20260818,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608071208332.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608071208468.jpg
431371202600439,20260805,문헌로120,고양이,코리안 숏헤어,평행·전체·부분줄무늬,2026(60일미만)(년생),0.7(Kg),보호중,Q,N,예쁜데 겁많아서경계심함,울산유기동물보호센터,052-238-6113,울산광역시 울주군 온양읍 화산발리로 543 (온양읍) ,,20260807,20260818,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608071208983.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608071208780.jpg
428355202600444,20260805,밈학동 한일아파트,고양이,코리안 숏헤어,기타(갈검색),2026(년생),0.6(Kg),보호중,F,N,후지마비.기립불능,신영재동물병원,032-552-0075,인천광역시 계양구 장제로 923 (병방동) ,,20260807,20260818,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608070808327.jpg,http://openapi.animal.go.kr/openapi/service/rest/fileDownloadSrvc/files/shelter/2026/07/202608070808352.jpg
